O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
46.4,300.523,28.9,81.79,20.1569756,394.740292,4,3.85069185,-1.18976113,-0.35571412,0.27562196
46.4,301.0336,29.4167,82.0512,20.8418056,398.30932,4,3.80856177,-0.777353484,-0.35571412,0.27562196
46.4,301.3554,29.7426,82.1316,21.2624189,400.469499,4,3.78393956,-0.521180962,-0.35362209,0.276356396
46.4,301.435,29.83,82.85,21.5583812,402.267172,4,3.76509197,-0.513986275,-0.285170043,0.294581137
46.3,301.9543,30.3454,83.3824,22.3605531,406.489855,4,3.71991482,0,-0.216748494,0.553472177
46.1,302.2191,30.6139,83.0028,22.6059217,407.593284,3.1,3.70818624,0.0473861932,-0.435099938,0.691148996
46.1,302.367,30.75,82.85,22.7454225,408.185769,3,3.70139099,0.0524852207,-0.472129601,0.812830634
46.3,302.3317,30.7335,82.043,22.4944159,406.689439,3,3.71686925,0.0300048445,-0.656228889,0.952046919
46.3,302.0174,30.4121,81.2075,21.8528961,403.113779,3,3.75372824,-0.00134317004,-0.88492312,1.18355562
46.3,301.765,30.15,80.79,21.4132182,400.69978,3,3.77943709,-0.00851094561,-1.5688668,1.35039142
46.2,301.7854,30.1685,80.8178,21.4441402,400.858831,3,3.77760147,-0.00817734589,-1.60952789,1.25698084
46.2,302.0179,30.3953,80.7824,21.7203638,402.2057,3,3.76226628,-0.00168553683,-1.61257068,1.24948622
46.6,302.1617,30.5378,80.999,21.9606815,403.487519,3,3.74842237,0.00612175676,-0.90667596,1.00763037
45.1,302.1907,30.5779,80.4814,21.8663986,402.859267,0.2,3.75517821,0.000536395645,-0.868031262,0.95426502
46.4,302.2471,30.6342,79.7357,21.7318561,401.891334,,3.76487875,,-0.765281867,1.01591007
51.7,302.3724,30.8512,102.013,28.2301344,443.616682,,3.41552341,,-0.890132423,1.28586449
53.2,302.4295,30.8886,,,,,,,-0.697335501,1.52140072
55.2,303.0596,31.4769,,,,,,,-0.782132316,1.76747981
51.5,302.5705,30.9798,,,,6.6,,,-0.638925528,2.04627072
52.9,300.3581,28.7333,,,,10.8,,,-0.450832239,2.38058705
53.5,300.2444,28.59,,,,18.3,,,-0.306332486,2.62297256
53.3,300.0362,28.33,,,,26.4,,,-0.103737776,2.64866928
53,299.7898,28.0482,,,,33.3,,,0.183255738,2.60746823
53.1,298.8577,27.0649,,,,39.5,,,0.407359152,2.60595324
53.6,298.527,26.6733,,,,45.6,,,0.623648885,2.61311009
53.6,298.4168,26.5055,,,,51.4,,,0.762436433,2.51371616
53.5,298.4116,26.4533,,,,57.5,,,1.1283477,2.61668715
53.7,298.4074,26.3948,,,,63.5,,,1.28324965,2.66959067
,298.4721,26.3909,,,,68.1,,,1.46488633,2.76174482
54.4,298.5419,26.4205,,,,73,,,1.90315525,3.12768053
55.1,298.632,26.47,,,,78,,,1.96490956,3.22916869
55.6,298.7701,26.5461,,,,82.1,,,2.13535724,3.5979534
55.8,299.112,26.8377,,,,86.2,,,2.19335544,3.7949485
56.6,299.0893,26.7808,,,,90.1,,,2.13661985,4.19884044
57.6,299.2293,26.869,,,,96.1,,,2.19141923,4.30615915
57.9,299.574,27.17,,,,101,,,2.29797632,4.3164111
58.2,299.6378,27.1961,,,,106.1,,,2.40520884,4.16476876
58.7,299.897,27.4,,,,111,,,2.69514452,3.95983535
58.6,300.0995,27.5498,,,,115.1,,,2.88151658,3.8408625
58.7,300.1267,27.5419,,,,119.2,,,2.92836078,3.91047776
59.1,300.2196,27.5902,,,,123.1,,,3.0758955,3.96866628
59.6,300.2818,27.61,,,,128.1,,,3.2678667,3.95980177
59.9,300.3077,27.6102,,,,132,,,3.54255325,3.90412496
59.6,300.3805,27.6306,,,,136.1,,,3.66500309,4.03309962
59.5,300.4541,27.6583,,,,141.1,,,3.73491018,3.93749417
59.5,300.424,27.6,,,,145,,,3.96531622,3.56162424
59.5,300.5069,27.6324,,,,149.1,,,4.02671578,3.43978441
59.4,300.6374,27.7111,,,,154,,,4.30772732,2.84025023
59.2,300.7757,27.8208,,,,158.1,,,4.39502046,2.6648338
59.3,300.8642,27.8638,,,,162.1,,,4.5008233,2.46035242
59.4,301.037,27.99,,,,166,,,4.65248757,2.11339996
59.5,300.9145,27.84,,,,171,,,4.78891536,2.10218687
59.8,300.9653,27.8404,,,,175.1,,,4.79263053,2.10218177
