O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
98.4,307.13,34.63,40.64,13.94902259,342.2207819,70,4.538074411,10.77643976,-9.919639073e-17,0.81
102,305.8094,33.2947,40.1285,12.77827302,336.6402547,75.1,4.673577764,7.339150554,-0.09607821799,0.7147715831
101,304.8956,32.3368,39.4101,11.89102362,332.1328446,81.8,4.789642663,1.875254784,-0.3593188245,0.7124144807
100,304.4838,31.8852,40.2691,11.84892934,332.3232666,87.9,4.788979648,-0.02359906056,-0.5064345036,0.6570846624
98.9,304.4998,31.8602,40.8553,12.01143877,333.2335275,94.9,4.763542951,0,-0.5263844174,0.6798348955
98.8,304.5366,31.8371,41.3132,12.13944909,333.8535444,102.1,4.743753305,0.003758887427,-0.6059726638,0.7826245401
100,304.2384,31.471,41.7078,12.01200786,333.2740842,111.2,4.757260135,-1.47565333,-0.5908454568,0.7706729891
98.4,303.9233,31.0975,42.0335,11.85823952,332.5701592,117.9,4.774969974,-2.890885021,-0.4476318907,0.9154161296
97.8,304.1158,31.2376,42.65,12.1377796,333.9719927,122.9,4.734470195,-1.410168615,-0.6493276255,1.121023588
100.8,303.9559,31.0084,43.2067,12.14668627,334.0697605,129.5,4.729480767,-1.705565514,-0.6796356578,1.247363469
101,304.0947,31.0898,43.5893,12.32059953,334.8515502,138,4.70484453,-1.235128671,-0.9788589995,1.265130515
99.6,303.9095,30.851,43.7334,12.20090404,334.2034596,143.7,4.71884122,-1.676476607,-0.9090983736,1.362805704
100,303.7311,30.5931,44.135,12.14357424,333.8827149,150.9,4.723333342,-1.484417157,-1.477217585,1.370861881
101,303.7855,30.59,44.4226,12.22924251,334.2149982,157.8,4.710453797,-1.271625954,-1.636680864,1.492332992
100,303.8127,30.5504,44.3805,12.19920445,333.8191581,163.9,4.714308542,-1.259971144,-1.643666701,1.621820763
100,303.8374,30.5207,44.7315,12.28319397,334.1860149,167.9,4.70132964,-1.125960199,-1.642742215,1.865503285
101.9,303.5935,30.212,44.9903,12.14595992,333.47648,173.8,4.716898267,-1.316736719,-1.611721415,2.071697159
102,303.8193,30.3781,45.2907,12.35404331,334.3505997,178.7,4.688596883,-1.257313191,-1.610621565,1.971288293
102,303.6739,30.1653,45.4539,12.25719686,333.7597616,185.1,4.699528071,-1.753017263,-1.516666763,1.816211543
102,303.9033,30.3415,45.9198,12.51799359,334.9839903,190.1,4.664097589,-1.736659561,-1.60891714,1.556363675
101,304.0266,30.4142,46.5069,12.74017168,336.102289,195.2,4.633476607,-1.790548365,-1.608693021,1.414460736
101.1,303.7654,30.1054,46.6538,12.56174591,335.2061733,199.2,4.654033863,-2.667670022,-1.617817716,1.161180347
103,303.6962,29.98,47.0341,12.58170914,335.2864884,205.2,4.649171256,-2.839392974,-1.814021253,0.9111678728
104,303.7533,29.9841,47.2202,12.64269234,335.4641532,212.3,4.640504301,-2.917563137,-1.80832672,0.9180078842
103.9,303.8908,30.0586,47.4292,12.76325061,335.8868727,218.3,4.624582549,-2.935318357,-1.705715479,1.030236864
103,303.9228,30.0323,47.6941,12.82431088,336.085167,223.2,4.615582901,-2.90597768,-1.81853677,0.9113104993
104.1,303.663,29.7044,47.8924,12.64584386,335.1352029,230.4,4.635613184,-3.07625059,-2.019242585,0.9101875586
105,303.8063,29.7831,48.2815,12.81732203,335.8691285,237.2,4.612613567,-2.780560841,-2.113842815,0.9026465561
104.9,303.9634,29.867,48.3513,12.90944629,336.0577985,244.3,4.601088102,-2.81958285,-2.141776583,0.7046028387
103.9,303.8294,29.6745,48.7182,12.87264233,335.8620318,249.4,4.603159927,-2.947561389,-2.143601831,0.9552180008
103,304.0469,29.8432,49.0631,13.09937395,336.8792476,254.2,4.574583968,-2.275262093,-2.14224361,1.386717681
104.1,303.8901,29.6293,49.1626,12.97297788,336.1511953,261.4,4.588530967,-2.510185687,-2.150901196,1.496703111
105,303.928,29.6091,49.2164,12.98095179,336.0016881,267.5,4.587111623,-2.30162373,-2.340107512,1.502431909
105,303.8368,29.4683,49.424,12.93753834,335.7265333,274.3,4.590879183,-2.300993477,-2.507513944,1.488627902
104.9,303.7288,29.2956,49.6975,12.88949997,335.4079723,280.5,4.594807629,-2.353748372,-2.727940642,1.325222884
104,304.0428,29.5509,50.1174,13.20234993,336.818886,286.3,4.556011341,-1.919416099,-2.968986815,1.090727413
