O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
62,305.448,33.35,50.28,16.01603375,358.7151499,,4.281167852,,,
,305.9613,33.7694,50.1574,16.37754428,359.9739057,,4.250340349,,,
,305.6183,33.3803,49.8707,15.93754452,357.5954274,,4.289848371,,,
62.3,306.0275,33.7254,49.7745,16.23161053,358.6682155,,4.264545677,,,
62.4,308.1624,35.832,50.0366,18.36784541,368.6487559,,4.094880857,,,
62.5,307.5549,35.2614,49.9361,17.74932821,365.8528613,,4.141209227,,,
62.6,306.7181,34.3941,49.7553,16.85204728,361.4570655,,4.212604419,,,
62.7,306.7881,34.419,49.6541,16.84954017,361.2208458,,4.213221407,,,
62.6,306.8699,34.6938,49.7744,17.11517018,363.2586139,,4.191728522,,,
62.2,307.084,35.162,49.815,17.53256489,366.2044467,,4.159554457,,,
62,306.4942,34.71,49.6095,16.99609053,364.1187061,,4.203379606,,1.910721831,0.6213104901
62,305.5901,33.9273,49.4568,16.19134056,360.742588,,4.271731985,,-0.4282804948,1.177746177
61.9,305.4618,33.895,49.3925,16.12277223,360.7532198,,4.278321561,,-0.2526114373,0.7203936575
61.9,306.3123,34.8147,49.4186,16.97348536,365.0051891,,4.207122513,,-0.4101265668,0.1275399906
62,305.8762,34.3338,49.2473,16.47221405,362.3963293,,4.249287281,,0.924361278,0.1295831306
62,306.106,34.5864,49.1042,16.65411427,363.2514836,,4.234928137,,1.58989515,-0.3692021829
62.1,304.9692,33.4931,49.0264,15.62665307,358.5847487,,4.324690429,,1.84,3.380025166e-16
62,306.7777,35.2971,49.2,17.35629849,366.7347257,,4.177934037,,1.84,3.380025166e-16
62,306.6273,35.1542,49.2017,17.21751033,366.1142685,,4.188868624,,1.84,3.380025166e-16
61.9,305.2573,33.8171,48.9482,15.88308056,359.8698652,,4.302213606,,1.476241764,0.1898547207
62.2,306.7456,35.0826,49.1184,17.15671686,365.0556443,,4.193568762,,1.382107781,0.2231100234
