O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
69.1,301.963,29.73,37.27,9.642826573,322.2963443,55,5.142454029,-0.0437763422,1.293657983,-1.193335251
69.3,302.0306,29.7916,37.2798,9.680483545,322.441407,54,5.135966555,-0.003418134286,1.800442919,-0.7669773758
68.9,302.1112,29.8692,37.2701,9.721857459,322.5996937,55,5.129038837,0.02606754658,2.253914339,-0.4897064454
69.8,302.4234,30.1765,36.8295,9.778895662,322.5572596,60.1,5.122811254,0.1993858344,1.965697377,0.003211221485
70.6,302.0572,29.8202,36.7884,9.567760442,321.6756854,66.2,5.158957858,0,1.522137282,0.2384419914
70.5,301.429,29.16,37.07,9.282705979,320.5356686,73,5.206549873,-1.114679671,1.23,2.259473344e-16
69.8,301.3005,28.9976,37.8147,9.385005116,321.284888,76.1,5.182717889,-0.756945897,1.557191459,-0.6033695064
68.5,301.2206,28.8711,39.506,9.740546307,323.6056898,81.2,5.109086347,-0.8547893241,1.574403252,-0.5842113396
69.8,301.0367,28.6494,40.1535,9.77821524,323.9999567,85,5.098065532,-0.8536622282,1.91,3.50861308e-16
69.6,301.0035,28.5792,40.5356,9.83587872,324.3243521,89.1,5.085654362,-0.9553084689,1.896426743,0.01666903061
69.7,301.019,28.55,40.7298,9.871571558,324.4290012,94,5.078244018,-1.804960273,1.3614659,0.4390226115
70,300.9682,28.4504,41.0882,9.906731779,324.6080922,99.1,5.069817162,-2.054840965,1.357783265,0.4435664161
70.1,301.0325,28.4696,42.0293,10.15178758,326.0193458,105.2,5.023514775,-2.344219418,1.178379687,0.6446763162
69.9,301.0698,28.4594,42.5254,10.27199164,326.6389327,110,5.000972568,-3.183514456,0.9126464361,0.7365706502
68.9,301.0481,28.39,43.117,10.37933494,327.2543275,114.1,4.980126116,-2.135779482,1.16294142,0.9271615522
69.4,301.087,28.39,43.3598,10.44296011,327.521227,117,4.968555888,-1.58581069,1.296969357,1.159494104
70.3,301.1281,28.3879,43.4505,10.46900327,327.5282533,122,4.963810406,-0.9255554754,1.668994505,1.61550524
70.7,300.9223,28.1549,43.5088,10.34436977,326.9171252,126.9,4.982692379,-0.9008637439,1.971960631,1.74547802
70.5,301.178,28.3677,43.7415,10.53577554,327.7241211,132,4.951467369,-0.629650265,2.120396644,2.034090696
70,300.931,28.0834,43.9278,10.41075981,327.1397176,137.9,4.969409553,-0.9515575595,2.083951709,1.752054803
70.3,300.9416,28.0509,44.1431,10.44743616,327.2595354,143.8,4.962226072,-0.9485338665,1.941629498,2.027423669
70.1,300.9657,28.0291,44.1969,10.45255218,327.1454922,149.3,4.960945167,-1.01532516,1.89210237,2.040296885
69.9,301.0012,28.0104,44.7577,10.58123043,327.8028363,154.9,4.937531651,-1.660794871,1.034584805,1.955707169
70,301.051,27.9995,45.0365,10.64825151,328.0262059,160.3,4.925453573,-1.777860369,0.9381148801,1.961509868
69.8,301.0856,27.9901,45.1487,10.67454033,328.0432574,164.9,4.92065771,-1.714003731,0.9703877923,2.028989488
70,301.1364,27.9886,45.2398,10.70184416,328.0235138,170.1,4.915825843,-1.680486679,0.8315950053,2.149118216
70.5,301.1051,27.9102,45.23,10.65630222,327.6494935,176,4.92257813,-1.496758628,0.9057902738,2.383168947
70.2,301.1237,27.8863,45.4724,10.70415342,327.8294151,183.2,4.913757056,-1.476593554,0.8285090426,2.49640759
69.8,301.0423,27.7509,45.5625,10.64730114,327.430625,190.1,4.921578207,-1.649619874,0.8315626876,2.505930483
69.7,301.2203,27.8614,45.9242,10.8106603,328.0970137,197.2,4.894748773,-1.531173615,0.8284220552,2.552743492
69.2,301.039,27.6277,46.5784,10.82275713,328.2851809,203.8,4.888853205,-1.664657853,0.7588250518,2.681291499
69.8,301.3245,27.8576,46.9706,11.07013683,329.3795434,210.3,4.850295249,-1.465605991,0.75614784,2.691812855
70,301.1301,27.6003,47.1924,10.96398664,328.7871441,216.2,4.864123125,-1.596679837,0.7535563545,2.83288877
69.6,301.2059,27.6095,47.28,10.99909649,328.7458191,223.1,4.858295198,-1.251535324,0.9143616888,3.222696497
70.4,301.1995,27.539,47.3035,10.96713589,328.3905512,230.3,4.862590897,-1.357484265,0.8226674099,3.228535771
71,301.2406,27.5109,47.939,11.10609161,329.0671517,237.8,4.838626196,-1.364625653,0.5620211679,3.331425289
69.7,301.2735,27.4674,47.8669,11.07088828,328.6016584,245.2,4.843841542,-1.349035037,0.4144570004,3.468223725
67.8,301.2838,27.4113,47.8016,11.02770521,328.1443207,249.9,4.850225943,-1.766685067,0.399578087,3.103079284
67.2,301.1856,27.2374,47.7563,10.9146549,327.3467829,255.3,4.866665573,-2.256445222,0.7089289869,2.835830267
69.2,301.1959,27.1907,47.8684,10.91754704,327.212776,260.9,4.865410586,-2.263887113,0.8974048434,2.840826849
70.2,301.2448,27.1898,48.0742,10.97068428,327.3672568,268.1,4.856314487,-1.978490268,0.8892573556,3.099351015
70.2,301.2938,27.18,47.7115,10.88849274,326.6253543,276,4.870225327,-1.748070868,0.9982899081,3.353463653
69.5,301.3154,27.1326,47.7415,10.87379376,326.3285244,285.2,4.871984547,-1.665331114,0.6922166666,3.616346234
69.4,301.1015,26.8511,47.8046,10.71711272,325.4261752,294,4.894631564,-1.855643945,0.3977869839,3.738798407
69.2,301.3584,27.0374,48.5693,11.01941131,326.8725766,301.9,4.84555892,-1.746792524,0.1042313262,3.748651203
69,301.1952,26.7891,48.8531,10.93367989,326.3186003,310.1,4.856116834,-2.192610324,0.08462093431,3.565395947
69,301.2079,26.7302,49.0492,10.9488103,326.2231687,317,4.852572762,-2.605807447,-0.1773180914,3.336191107
68.8,301.1965,26.6467,49.12,10.91987583,325.8714173,324.2,4.856162313,-2.505152546,-0.2975898712,3.486823844
69.6,301.1404,26.5209,49.1229,10.84836365,325.3064047,331.1,4.866412663,-2.709039403,-0.1991615607,3.475197762
69.9,301.3525,26.6522,49.5978,11.0499629,326.1322738,340.3,4.834131569,-2.445270091,-0.1966861809,3.605138665
69.5,301.1966,26.4281,49.8219,10.96241556,325.6043677,347.7,4.845335029,-3.162869161,0.07974893083,3.338747699
69.1,301.249,26.3988,50.1216,11.02025856,325.705262,355.3,4.835031681,-3.47661961,0.1038554827,3.227929708
69.3,301.2948,26.3707,50.159,11.01976647,325.4569524,362.8,4.834657721,-3.602728125,0.196420212,3.214203967
69.8,301.2831,26.2798,50.0202,10.94000203,324.7631668,371,4.846744737,-3.783643589,0.266908701,3.218953206
69.5,301.3165,26.2406,50.0594,10.93259808,324.4884097,378.9,4.84737162,-3.911964041,0.266908701,3.218953206
69.1,301.2216,26.0596,50.1347,10.84283344,323.8226038,386.1,4.859847099,-4.223324833,0.08538559149,3.228871212
68.3,301.2628,26.0302,50.468,10.90552237,323.994041,393,4.848578764,-4.320508404,-0.1770387677,3.225144535
68.5,301.2523,25.952,50.3823,10.84490702,323.4505183,398.8,4.857733518,-4.468172812,-0.2967418463,3.226081271
69.4,301.1709,25.7896,50.3209,10.73756131,322.6631496,406,4.873729492,-4.776436721,-0.2677350437,3.228919006
69.4,301.1425,25.7014,50.5562,10.73913209,322.5605138,412.9,4.872013718,-4.999852927,-0.2669252279,3.219152522
68.3,301.1901,25.6773,50.9025,10.80668176,322.7593472,418.1,4.859862677,-5.078510317,-0.0890598445,3.228771956
69,301.0588,25.4832,51.0643,10.72437476,322.2413264,424.2,4.871027057,-5.441865001,-0.07058309539,3.225227748
