O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
65.2,305.017,32.44,46.84,14.2386922,346.85596,57,4.46811103,0.0167106504,3.17943679,2.30999604
65.4,305.0956,32.5177,47.005,14.3526847,347.464976,58,4.45543483,0.0277426557,3.01178457,2.65869451
65.6,305.3106,32.7276,47.0693,14.5457161,348.366521,59,4.43550686,0.0571078934,3.00614832,2.66898337
69.5,305.3716,32.7876,47.2524,14.6528934,348.952083,63.8,4.42374173,0.0594295451,3.06213077,3.19201159
71.2,304.8405,32.2722,47.7551,14.3797627,348.031904,70.1,4.44835746,0,3.0604638,3.21297256
70,304.5803,32.0037,47.931,14.2154398,347.337827,73.8,4.46418866,-0.0376354738,2.97261476,3.16859269
69.3,304.5869,31.9602,48.4446,14.3418093,348.005118,77.1,4.44811298,-0.042002585,2.97121424,3.16099117
68.5,304.6351,31.9694,48.6853,14.4276267,348.385921,81.7,4.43790108,-0.0427593499,3.12022878,2.87911301
68.5,304.6004,31.8909,49.0657,14.4835999,348.682414,87.9,4.42997701,-0.0567851455,3.12855447,2.86177339
68.3,304.2851,31.5347,49.1372,14.2191932,347.349269,91.8,4.45644329,-0.130042602,3.24933184,2.61803408
68.4,304.4812,31.683,49.2518,14.3821799,347.980267,97.1,4.43893456,-0.100489632,3.14906454,2.89060508
68.3,304.2812,31.4423,49.6592,14.3105203,347.70842,100.8,4.44387195,-0.138953748,3.07957156,3.18729713
68.2,304.2817,31.4009,50.3772,14.4918443,348.757524,103.9,4.42140373,-0.131570206,3.18610927,3.3778501
69.1,304.2602,31.3407,50.7955,14.5696399,349.180643,108.9,4.4112208,-0.144863966,3.18964594,3.38358668
69.3,304.2663,31.3254,50.8974,14.5898475,349.248047,113.9,4.40859221,-0.16009244,3.26317566,3.17456318
69.5,304.2727,31.3106,50.9959,14.6094599,349.310884,118.8,4.40604619,-0.176578481,3.32532703,2.96331014
68.9,304.403,31.3589,51.2151,14.7276,349.661031,123.9,4.39292454,-0.179633394,3.24341657,2.87272314
68.8,304.1393,31.0439,51.2694,14.4877879,348.386916,128,4.41635488,-0.233004408,3.41929653,3.10169043
69.4,304.3903,31.2596,51.4323,14.7214516,349.417456,132.1,4.39210821,-0.1794224,3.33019887,3.36516253
70.5,304.409,31.24,51.5597,14.7482006,349.462342,137,4.38868498,-0.170789512,3.32970704,3.70249527
70.5,304.4589,31.24,51.6383,14.7793871,349.461218,141.9,4.3850567,-0.171038242,3.42519114,3.70882972
70,304.4556,31.1883,51.6421,14.7448763,349.125092,147,4.38827358,-0.17591603,3.42198762,3.94015614
70.3,304.2831,30.9726,51.9068,14.6459839,348.636099,152.9,4.3965134,-0.240369599,3.42730015,3.71164622
71.4,304.313,30.9603,52.0069,14.6713711,348.644185,158.8,4.39334197,-0.256229396,3.43645444,3.63411385
71.1,304.3453,30.9505,52.1144,14.7009696,348.67523,164.7,4.38972366,-0.287142638,3.32435625,3.48972257
70,304.176,30.735,52.1005,14.5236424,347.67632,168.9,4.40729536,-0.361372919,3.23065426,3.49727698
70.7,304.3914,30.8928,52.3586,14.7391276,348.588769,174.7,4.38437646,-0.32476792,3.22865053,3.49763002
70.8,304.3576,30.8112,52.4489,14.7037888,348.290841,180.9,4.3872394,-0.372716608,3.11305062,3.48267502
70.6,304.4567,30.8681,52.4984,14.7732595,348.480666,185.8,4.38002328,-0.389211441,2.70693833,3.61379522
70.5,304.3179,30.6825,52.6085,14.6553044,347.810016,189.9,4.390928,-0.461081786,2.69339571,3.61741891
71,304.4495,30.7671,52.8132,14.7926749,348.372533,194.8,4.37620922,-0.417195869,2.77211921,3.70353295
71.1,304.2676,30.5407,52.9396,14.6438812,347.576293,199,4.39007398,-0.480471713,2.77488971,3.83015002
71.1,304.3237,30.5595,52.9791,14.6772155,347.60993,203.9,4.38645413,-0.456174995,3.11263083,3.75403208
71,304.3609,30.5401,53.0199,14.6817392,347.442736,209,4.38562398,-0.446264697,3.33488399,3.75165736
70.4,304.3659,30.4911,53.323,14.7340226,347.628109,212.9,4.37875868,-0.465135587,3.33552952,3.75161869
70.7,304.3661,30.4398,53.6712,14.7961325,347.88932,218,4.37074938,-0.497325253,3.44144961,3.58432498
71.6,304.3828,30.4104,53.8377,14.8252719,347.930611,222.9,4.36692398,-0.54731555,3.02352009,3.75645773
71.4,304.4757,30.4498,54.09,14.9385855,348.375721,229.1,4.35450962,-0.600323492,2.86531921,3.58235497
71.2,304.5208,30.44,54.09,14.9397294,348.17556,234,4.3542276,-0.663936955,2.58601,3.58540664
70.6,304.2915,30.1666,54.0119,14.6917441,346.825767,237.9,4.37866984,-0.840882908,2.39712238,3.58501368
69.9,304.2961,30.1198,54.1399,14.6957465,346.715632,242,4.37747711,-0.875433654,2.39368991,3.58490181
70,304.3186,30.0918,54.1306,14.6779506,346.443703,244.8,4.37912466,-0.85745065,2.57328603,3.5855681
70.6,304.5497,30.283,54.2361,14.8772057,347.267139,248.9,4.35897061,-0.775542832,2.5848872,3.58535328
71.1,304.4076,30.1107,54.1802,14.7197795,346.396581,253,4.37453084,-0.872378856,2.5848872,3.58535328
