O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
56.7,305.251,32.92,33.66,10.4589603,323.081219,61,5.03890867,11.8319596,-0.08,-4.8985872e-18
56.7,305.5004,33.1725,33.6676,10.611277,323.739361,61,5.01557915,218.688254,0.0534983004,0.000426439634
57.1,305.62,33.3,33.55,10.6493327,323.847415,61,5.01085557,16.8127779,0.211258543,0.0909385954
56.7,305.2454,32.9194,33.4785,10.4012325,322.732827,62,5.04940232,1.00313239,0.21273447,0.0928140902
56.9,305.2244,32.8974,33.4318,10.3738256,322.582716,62,5.05405953,0,0.251407346,0.164969198
57.1,304.9913,32.6655,33.6117,10.2938298,322.372923,62,5.06504423,-3.43237957,0.101459411,0.364336696
57.5,305.3727,33.0518,33.9011,10.6119384,323.92368,62,5.01352424,1.17878678,-7.10295144e-17,0.58
57.3,305.5368,33.2196,34.0127,10.7478889,324.590655,61,4.99217143,2.30898298,-7.06621203e-17,0.577
57.9,305.5371,33.2141,34.0837,10.7678815,324.702494,62,4.98857822,3.09562578,-6.1391544e-17,0.5013
57.3,305.9934,33.6704,34.4914,11.1814977,326.73539,61,4.9250805,4.32891191,-7.92224014e-17,0.6469
56.3,306.0164,33.6994,34.6295,11.2441114,327.117581,61,4.9151038,2.88164731,-0.103649009,0.803542733
55.4,305.9478,33.6308,34.5706,11.181631,326.810292,62,4.92442617,2.5597637,-0.10615644,0.822981683
55.8,305.5485,33.2306,34.5469,10.9248096,325.696273,61,4.96160184,1.2237625,-0.106443655,0.829498305
55.9,305.5747,33.2597,34.3818,10.8896815,325.448045,61,4.96812408,0.661361918,-0.108385638,1.16135331
56.1,305.2941,32.9761,33.9949,10.5956543,323.929602,62,5.01521373,0.114835779,-0.0870444674,1.44287682
55.9,305.2371,32.9201,33.6307,10.4480866,323.066113,62,5.04088338,0.026213048,-0.000201066118,1.66959999
58.7,304.5683,32.2526,33.5581,10.0381464,321.300599,63.1,5.10634469,-0.512952125,-0.00588572641,1.67108964
58.6,304.2939,31.9877,33.492,9.86733773,320.576523,67,5.13491005,-0.737567782,-0.218875696,1.69684184
58.4,304.0292,31.7034,33.7469,9.78531317,320.337117,70,5.14632025,-0.875672353,-0.233933075,1.81357472
58.2,304.0562,31.6791,34.8613,10.1023695,322.220187,74,5.08490411,-0.514050499,-0.0891109052,2.418659
58.2,303.7836,31.3752,35.2828,10.0529574,322.173592,78.9,5.08934976,-0.636085088,-0.0923582637,2.50679919
58.5,303.7029,31.2494,35.8627,10.1512071,322.800673,85.2,5.06875942,-0.577766226,-3.46121925e-16,2.8263
58.9,303.7325,31.2402,36.2239,10.2532927,323.325881,88.9,5.04955664,-0.502790766,-3.77877016e-16,3.0856
59.7,303.7277,31.1971,36.2922,10.25204,323.22859,94.3,5.04909228,-0.546769627,-0.00581252504,3.08649453
60.3,303.7221,31.1508,37.5978,10.6000804,325.377524,99.9,4.98504717,-0.593973311,-0.0963079107,3.0293695
60,303.7168,31.0982,38.1447,10.7288107,326.09614,105.4,4.96142078,-0.592692346,-0.0954818099,3.14094906
59.4,303.7289,31.0702,38.3781,10.782648,326.326473,111,4.95154187,-0.558744007,-0.000804071782,3.3383999
59.7,303.4897,30.7821,38.8341,10.7387134,326.237152,115.1,4.9545851,-0.511196809,0.107881176,3.84178559
61.2,303.7159,30.9569,39.1739,10.9490348,327.170338,119.9,4.92094143,-0.415820549,0.286137775,4.10513985
61.8,303.5809,30.7705,39.2765,10.8675722,326.694931,126.2,4.93195854,-0.451708531,0.104497493,4.26662052
61.2,303.6387,30.7834,38.9606,10.7932109,326.03081,130.3,4.9450759,-0.473399161,-0.00836428656,4.23729174
61.8,303.7479,30.8488,37.6254,10.4654352,323.67745,135.9,5.00435501,-0.461821974,-0.174806287,4.37380819
62.1,303.7962,30.85,36.7395,10.2238392,321.946607,141.2,5.0487183,-0.492150245,-0.18923993,4.36489968
61.9,303.8402,30.85,36.7302,10.2264708,321.799694,144.9,5.04822854,-0.558519078,-0.39621867,4.13516113
62.3,303.8854,30.8438,36.7595,10.2371039,321.68632,149.2,5.04615082,-0.587860187,-0.394275449,4.09395814
63.8,303.8144,30.7224,37.1423,10.2786038,321.917963,153.9,5.03649213,-0.944331127,-0.290950169,3.37207135
63.8,303.6653,30.5179,38.5773,10.5601364,323.78455,160.3,4.98196159,-0.953783128,-0.098294462,3.55254042
62.5,303.8373,30.6487,39.6988,10.9565653,326.001721,165.9,4.9146886,-0.868364806,0.0946917114,3.61806108
61.4,303.9062,30.6671,40.2173,11.1188813,326.827976,172.1,4.88745641,-0.634807672,0.384383762,4.24443028
61.8,303.814,30.52,40.58,11.1323408,326.901005,178,4.88282927,-0.673826007,0.258740603,4.34229816
62.4,303.611,30.2739,41.2786,11.1714535,327.311333,183.1,4.8723203,-0.844127454,0.545423999,4.11107663
62.6,303.84,30.4485,41.2441,11.282133,327.583508,188.2,4.85675252,-0.862659228,0.366209314,3.97446429
63.9,303.6626,30.2191,41.9347,11.3284724,327.985773,193.1,4.84543763,-1.18776854,-4.41926044e-16,3.6086
63.8,303.6837,30.19,42.4106,11.4452927,328.584564,198.2,4.82591555,-1.51775505,0.00578843584,3.23879483
62.6,303.7176,30.1789,42.4108,11.4440317,328.419666,202.1,4.82594165,-1.57244172,0.106110061,3.2186514
61.3,303.4925,29.9077,42.1917,11.2134985,327.127313,205.2,4.85941851,-1.75331741,0.285313917,3.24698879
60.4,303.5053,29.8727,42.1863,11.1956072,326.877975,208.1,4.86183139,-1.36353466,0.645687304,3.69125252
60.8,303.6208,29.9461,41.3221,11.0168395,325.475947,211.1,4.89308459,-1.23778379,1.19433959,3.74800595
63.2,303.9776,30.2697,40.3809,10.9713951,324.641958,216,4.9060448,-1.02114173,0.906162889,4.02915833
63.8,303.7065,29.9603,40.4814,10.8089593,323.862319,221.1,4.92904772,-1.48302208,0.791683201,3.60816764
63.7,303.7592,29.9698,40.5296,10.833238,323.845447,225.1,4.9249844,-1.68241946,0.536342813,3.44935081
62.5,303.7881,29.9571,40.4932,10.8207692,323.625635,231.2,4.9269434,-1.64092952,0.827544604,3.49506492
62.1,304.0264,30.144,40.5773,10.9676613,324.128118,235.9,4.90465556,-1.31331056,1.57837489,3.56644258
63.3,303.8423,29.9095,40.5799,10.8271405,323.346383,239.1,4.92506815,-1.45663602,1.60635541,3.56270514
64.5,303.8683,29.8992,40.7909,10.8818609,323.575272,242.1,4.915434,-1.51277728,1.65313067,3.48687083
64.9,303.8811,29.8699,41.1927,10.9766226,324.057935,246,4.89870298,-1.93253265,1.24292892,3.21661161
64.7,303.8938,29.8496,41.5802,11.0717345,324.569969,251.2,4.88223067,-2.27773737,0.901130527,3.08206538
63.3,303.91,29.8352,41.855,11.1401988,324.907276,257.1,4.87048287,-3.28522439,0.414680441,2.67373384
62.4,303.672,29.5511,42.1488,11.0417595,324.47659,262,4.88248326,-4.50294898,0.415337024,2.41555297
61.1,303.6793,29.5126,42.1924,11.0345596,324.306989,266.1,4.88308161,-5.24149574,0.834507555,2.14713067
62.1,303.8792,29.665,42.9593,11.3423475,325.895776,271.1,4.83424879,-4.13899675,1.11585276,2.27152399
63.9,303.7317,29.471,43.3182,11.3160353,325.805295,276,4.8354416,-3.30838241,1.47753097,2.55088546
63.8,303.7271,29.4212,43.8077,11.4178168,326.348081,281.9,4.81801321,-2.78543861,1.80906602,2.71463239
63,303.7434,29.3701,43.8895,11.4142441,326.141405,287,4.81777117,-2.90013829,1.48613192,2.89166273
62.5,303.8139,29.3996,43.7816,11.4109883,325.926282,292.9,4.81877517,-2.53712684,1.38120813,3.21191186
62.7,303.7773,29.3101,43.9911,11.4135147,325.861959,297,4.81692381,-3.23511001,1.3780996,2.84322241
63.3,303.8386,29.32,44.2029,11.4823752,326.091848,302.1,4.80593533,-3.42318115,1.34472695,2.77916322
64.4,303.8754,29.32,44.3971,11.538015,326.309873,306.9,4.79698886,-3.89540452,1.56577478,2.45592917
65.4,303.6658,29.0604,44.5249,11.40495,325.61057,314.3,4.81429471,-4.03663638,2.04435236,2.21699569
64.8,303.9478,29.2886,44.1927,11.4775669,325.572651,320,4.8062058,-4.09256304,2.04483678,2.08447656
63.3,303.7203,29.0093,44.7145,11.4338756,325.464573,326.2,4.80877535,-4.49288693,2.04527384,2.09845491
63.6,303.7567,28.9897,44.8424,11.4611294,325.454933,331.1,4.80404864,-3.78967011,2.02630782,2.50352337
62.9,303.8033,28.9687,44.993,11.4949118,325.441958,337.2,4.79826118,-3.76666462,1.84673951,2.69460239
62,303.8111,28.9274,44.789,11.4214974,324.844284,344.1,4.80946361,-4.14045355,1.15889308,2.95132264
62.1,303.6763,28.7474,44.7197,11.2906704,324.077364,350.2,4.82794598,-4.32692359,0.914601025,3.07976399
62.1,303.6561,28.6699,44.7104,11.244991,323.670345,356,4.83423374,-5.15426047,0.912592004,2.85761717
61.4,303.6846,28.6397,44.8111,11.2582779,323.576123,361.1,4.83154933,-5.42201339,0.921124527,2.80850353
61.8,303.7248,28.6201,44.8895,11.273098,323.471,366,4.82878651,-6.85545964,1.36155452,2.27556862
62.7,303.7844,28.6286,45.0227,11.3191542,323.560233,372.1,4.82134692,-6.02112714,1.87217468,2.14498027
62.8,303.7362,28.5218,45.2165,11.3053068,323.39054,378.2,4.82189676,-7.37493236,1.84900047,1.86750669
62.2,303.6118,28.3435,45.3654,11.2321913,322.958063,383.1,4.83107914,-11.854082,1.40636559,1.60422298
61.5,303.8125,28.4893,45.5906,11.3921863,323.579779,387,4.80716376,-15.1234403,1.19457749,1.42568742
63,303.6579,28.287,45.789,11.3140178,323.163885,393.2,4.81667409,-16.0733528,0.934054055,1.61400807
63.9,303.9253,28.4992,46.0609,11.5310044,324.060648,400,4.78490086,-13.2610394,0.922252524,1.78683153
62.5,303.7117,28.2399,46.3711,11.4407616,323.650959,407.1,4.79525562,-11.2632456,1.04250678,2.01949125
61.5,303.7639,28.23,46.4555,11.463267,323.577113,412.1,4.79145785,-5.64496753,1.50162527,2.8619828
63.2,303.8209,28.2292,46.6189,11.5110756,323.664547,415.1,4.78374635,-4.58992688,1.83063395,3.0928329
64,303.8102,28.171,46.5315,11.4566389,323.216905,420.9,4.79157636,-4.00341224,2.38409651,3.09237222
64.2,303.8567,28.1601,46.6988,11.4985214,323.279878,427,4.78464952,-4.17963567,2.29988875,3.08805633
63.5,303.9536,28.1828,46.7129,11.5258174,323.186102,433.1,4.78063242,-4.72820766,1.92266404,3.08454325
62,303.6771,27.87,46.8404,11.3525135,322.354525,438,4.80363182,-7.71229916,1.40800649,2.6148097
62.3,303.7379,27.87,47.0168,11.4036146,322.451734,441.9,4.79530663,-8.3622528,1.38478911,2.50456198
63.3,303.7746,27.8501,47.001,11.3940148,322.204192,447.1,4.79654547,-8.04106496,1.20627695,2.68354928
63.1,303.8285,27.8599,47.0892,11.4279407,322.24268,452.9,4.79119681,-7.13590126,1.74051553,2.6113033
62.8,303.8421,27.8296,47.3022,11.4654203,322.356022,459.1,4.78464753,-5.99384085,1.75237616,2.97854519
62.1,303.8536,27.7915,47.5022,11.4950656,322.409958,463.8,4.7792569,-4.59671118,1.96184887,3.46242186
61,303.959,27.8296,47.0444,11.4179489,321.623427,468,4.79232709,-4.22725117,1.93284643,3.68201398
61.8,303.8022,27.6376,46.9823,11.2795932,320.864903,471.8,4.81183317,-4.26934496,2.11023738,3.68517432
62.4,303.8376,27.63,46.9404,11.2701841,320.652633,476.9,4.81326031,-4.96435513,1.91885604,3.46747177
61.1,303.8302,27.5718,47.1824,11.2965488,320.708849,482.8,4.80797896,-6.01955581,1.91239789,3.09714938
62,303.8378,27.5406,47.1019,11.2616201,320.382925,486.9,4.81322532,-7.27865869,1.91695605,2.73072233
62.1,303.863,27.5208,46.9752,11.223894,320.004671,491.8,4.81914167,-8.8889239,1.91518169,2.36356754
62.1,303.8891,27.5014,47.2866,11.2919232,320.289415,497.6,4.80759982,-11.3193124,1.82839976,2.00486755
