O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
50.6,299.666,27.85,75.32,17.4738352,378.082651,6,4.05592914,0.00332967622,-1.58160689,4.82751692
50.9,299.436,27.6181,75.3317,17.2392273,376.913333,5,4.07405799,0.00103005652,-1.59041552,4.82283209
51.4,299.344,27.53,75.4103,17.1669666,376.599186,5,4.0794715,0.000399041239,-1.97567085,4.59246394
51.6,299.3293,27.5104,75.5574,17.1819167,376.707609,5,4.07777892,0.000329489827,-1.74802817,4.34732617
51.9,299.2921,27.4701,75.6398,17.1604361,376.620551,5,4.07918046,0,-1.74406698,4.34288273
52.6,298.8109,26.9786,75.6539,16.6727831,374.161459,4.1,4.1183105,-0.00361896488,-1.7479495,4.30054571
55,299.257,27.41,75.85,17.1525225,376.55894,8,4.079016,-0.000712585332,-1.93805603,4.33663912
54.8,299.061,27.2005,76.0256,16.9833041,375.727141,13.1,4.09180898,-0.00531801202,-2.13103688,4.44994955
54.9,298.6504,26.7694,76.2813,16.6143619,373.902709,17,4.12083942,-0.0170552977,-2.13137725,4.64493955
54.7,298.371,26.4556,76.9382,16.4553633,373.210795,21.9,4.13172924,-0.0282515791,-2.18033583,4.92396565
55.1,298.0776,26.1306,77.3791,16.2389878,372.159354,28,4.14842007,-0.0475425678,-2.18113265,4.92897153
55,297.8167,25.8298,77.1318,15.9055508,370.25074,35.1,4.17796264,-0.0676648348,-2.17993602,5.19398126
55.2,297.85,25.82,77.72,16.0269345,370.885816,41,4.16526835,-0.0745531172,-2.08736814,5.38992525
56,298.2149,26.1327,77.4279,16.2774621,371.820947,48.2,4.14457439,-0.0708182464,-1.98293458,5.42548824
55.1,298.848,26.7109,76.8787,16.7384939,373.694498,55,4.10786916,-0.0476321609,-1.87322045,5.29862672
54.9,299.3466,27.1465,76.1981,17.0361923,374.671605,61.1,4.08598486,-0.0218925684,-1.87385341,5.29935753
55.2,299.764,27.5009,75.0057,17.1350762,374.468274,65.1,4.08202005,0.00172044971,-1.90696921,5.33969741
55.5,299.8561,27.54,74.8099,17.1402133,374.205052,70,4.08212735,0.00469648544,-1.83558614,5.36476072
55.7,299.8988,27.54,74.7674,17.1391209,374.008892,76.1,4.08222977,0.00503416636,-1.78378989,5.41516903
55.4,299.9449,27.54,74.6203,17.1143024,373.646138,81,4.08455911,0.00484500595,-1.76694417,5.50308971
55.9,300.0048,27.551,74.2207,17.0426719,372.944357,85.1,4.09147515,0.00472189269,-1.91151584,5.55998665
57.2,300.0959,27.5994,73.7556,16.9917717,372.348147,89.9,4.09702708,0.00836662693,-1.8195107,5.56016105
