O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
46.1,333.577,,78.33,,,6,,,-3.62359493,5.34800521
47,,,104,,,9.1,,,-3.44961707,5.56800162
47.1,,,103.7306,,,14.1,,,-3.44786506,5.57014518
47.8,,,77.8688,,,20.1,,,-3.26556366,5.78172552
47.9,,,104,,,26.2,,,-3.00012095,5.92347418
48,,,104,,,32.9,,,-2.58755093,5.74781974
48,,,104,,,42.1,,,-2.34059414,5.56805344
48.1,,,104,,,48.2,,,-2.33696159,5.55862434
48,,,104,,,53.9,,,-2.21534676,5.24471565
47.4,,,104,,,59,,,-2.37018474,5.00737699
47.2,,,104,,,64,,,-2.4628522,4.92894097
48,,,104,,,68.1,,,-2.46412008,4.92685375
48.4,,,104,,,73.1,,,-2.58330468,4.71658714
48.5,,,104,,,78,,,-2.67958504,4.5727261
48.6,,,79.0744,,,84,,,-2.80209791,4.45067229
48.7,,,103.3538,,,88.1,,,-2.87452875,4.32148823
48.8,,,72.9328,,,93.1,,,-3.06815615,4.19305572
49,,,103.6925,,,98,,,-3.22364542,3.88905543
49.5,,,104,,,102.9,,,-3.44182582,3.82962609
49.2,,,104,,,109,,,-3.64206537,3.83659482
48.9,,,104,,,113.1,,,-3.64199652,3.8365223
48.7,,,104,,,118.1,,,-3.63279474,3.8311923
49.2,,,104,,,123,,,-3.55289431,3.8922798
49.5,,,104,,,126.1,,,-3.54148188,4.08100939
49.4,,,104,,,132.1,,,-3.62012658,4.45575633
48.9,,,104,,,135.1,,,-3.54542644,4.58084775
48.8,,,104,,,138,,,-3.54035109,4.69358402
49.3,,,79.4001,,,141,,,-3.44721318,4.58958836
49.6,,,104,,,144,,,-3.53398302,4.67445869
49.4,,,77.4061,,,150,,,-3.358965,4.55578952
49.2,,,104,,,154,,,-3.53743459,4.4439798
49.4,,,104,,,157,,,-3.64271633,4.33199928
49.6,,,104,,,160,,,-3.64271633,4.33199928
49.9,,,104,,,163.1,,,-3.73127314,4.32183698
50.3,,,104,,,168.1,,,-3.82867606,4.20906184
50.1,,,104,,,173,,,-3.92085086,4.56807711
50,,,104,,,177.1,,,-4.02100696,4.57379526
49.9,,,104,,,181,,,-4.02100696,4.57379526
50,,,104,,,187.1,,,-4.11528346,4.57103078
50.4,,,103.2743,,,192.1,,,-4.20947791,4.57277266
50.4,,,79.5818,,,196,,,-4.30384996,4.72418479
50,,,104,,,200.1,,,-4.30419979,4.81948452
50.1,,,104,,,204,,,-4.30748376,4.89448503
50.6,,,104,,,208.1,,,-4.30890622,4.9499857
50.8,,,104,,,212.1,,,-4.30660487,5.07052673
50.6,,,104,,,215,,,-4.31073605,5.23393648
50.6,,,104,,,219.1,,,-4.30646405,5.32107776
50.7,,,104,,,221.9,,,-4.30497956,5.55314757
50.6,,,104,,,226,,,-4.30485756,5.55779645
50.6,,,103.9999,,,229,,,-4.31098112,5.56570228
50.7,350.7709,,81.5608,,,232,,,-4.30386936,5.55780288
50.9,,,77.5825,,,234.1,,,-4.20726987,5.55695782
51,,,104,,,238,,,-4.20726987,5.55695782
51,,,104,,,240,,,-4.11001086,5.5546853
51.1,,,104,,,243.9,,,-4.08919142,5.55799187
51.1,,,104,,,248,,,-3.9223916,5.55593783
51.2,,,74.2101,,,251,,,-3.82712477,5.56018129
51.1,,,104,,,254,,,-3.78988499,5.66954283
51.3,,,104,,,258,,,-3.87606973,5.5619234
51.3,,,104,,,262,,,-3.76252134,5.55621807
51.1,,,104,,,265.1,,,-3.6244466,5.67563534
51.2,,,104,,,269,,,-3.23837028,5.56991188
51.3,,,104,,,273,,,-3.06072802,5.68866944
51.5,,,104,,,277.1,,,-2.77068968,5.81140347
51.6,,,104,,,280,,,-2.47812526,5.83670937
51.4,,,104,,,285,,,-2.38522377,5.92867589
51.6,,,104,,,289.9,,,-1.82965837,6.17357848
51.9,,,104,,,294,,,-1.81827898,6.177982
51.8,,,104,,,298,,,-1.52193598,6.29771005
51.6,,,104,,,301.9,,,-0.686827044,6.34483382
51.5,,,104,,,305,,,-0.607939704,6.43133029
51.8,,,103.7985,,,309,,,-0.536970002,6.41757456
51.9,349.0113,,84.0694,,,313.1,,,-0.455554806,6.42306519
51.8,351.4767,,85.0406,,,316.9,,,-0.268383697,6.3951709
51.7,,,104,,,320,,,-0.215205517,6.38637507
51.6,,,80.7678,,,324,,,-0.155682334,6.39800618
51.7,,,103.5446,,,327.9,,,-0.0872360795,6.38960452
52,,,104,,,332,,,-7.7275213e-16,6.31
52.2,,,104,,,335,,,-7.84876134e-16,6.409
51.8,,,104,,,338.9,,,-7.72984813e-16,6.3119
51.7,,,104,,,342,,,-6.93150088e-16,5.66
51.8,,,104,,,345,,,0.000651327728,5.56989996
51.9,,,104,,,347.9,,,0.0656583071,5.55981232
52,,,104,,,352,,,0.123452736,5.56863174
52,,,104,,,357,,,0.124994921,5.5636961
52,,,104,,,360.9,,,0.264611445,5.07280326
51.7,,,104,,,365,,,0.374484174,4.94584286
51.5,,,104,,,368,,,0.481682229,4.72501137
51.7,,,104,,,371.9,,,0.483097134,4.67611144
52,,,104,,,377,,,0.59063507,4.42071829
52.2,,,104,,,382,,,0.759667436,4.15167072
51.7,,,104,,,386.9,,,1.69121169,3.93038579
51.6,,,104,,,392.2,,,1.78718719,3.71785045
51.7,,,104,,,397.1,,,1.89792269,3.54093147
51.8,,,104,,,404.2,,,1.83791206,2.86471154
51.6,,,104,,,410.3,,,1.80473945,2.62688445
51.4,,,104,,,417.1,,,1.06798116,2.66884645
51.6,,,104,,,424.2,,,1.8369846,2.49709583
51.1,,,104,,,429.2,,,1.85215006,2.50467327
50.1,,,104,,,433,,,2.24509849,2.67240095
50.4,,,104,,,436.1,,,2.41975206,2.55805578
50.9,,,104,,,440.2,,,2.58194175,2.44470434
50.9,,,104,,,444.1,,,2.50721157,2.3678539
51,,,104,,,447.2,,,2.40952655,2.37121027
51.5,,,104,,,452.2,,,2.31926191,2.49081427
51.8,,,104,,,457.1,,,2.42128727,2.49230877
51.7,,,103.4385,,,462.1,,,2.67880812,2.45500225
51.4,,,77.0177,,,467.1,,,2.80493757,2.58450847
50.8,,,104,,,472,,,2.95557114,2.6224742
50.9,,,104,,,476.1,,,3.13250198,2.61447192
51.1,,,104,,,480.2,,,3.20695013,2.53793557
51.5,,,104,,,487.2,,,3.21188359,2.51680037
51.7,,,104,,,491.1,,,3.38464072,2.2989993
51.6,,,104,,,496.2,,,3.47690212,2.3021841
51.9,,,104,,,502.3,,,3.47648523,2.30190806
52,,,104,,,508.2,,,3.46856423,2.29666327
52,,,104,,,514.3,,,3.47468678,2.29175163
51.9,,,104,,,520.1,,,3.59782169,2.19050403
51.8,,,104,,,526,,,3.91874146,2.07178538
51.3,,,104,,,523.1,,,4.09832408,2.30081285
51.5,,,104,,,529.1,,,4.10363661,2.30421923
