O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
5.8,297.1,24.95,93.1,18.06755695,386.8545915,52,3.959849514,-Inf,0,0
5.9,297.14,24.95,93.15,18.0868404,386.7699093,57,3.958185765,-9.398052274,0.4,0.25
6,297.39,25.14,92.91,18.26035735,387.3486664,63,3.946158617,-4.21305955,0.56,0.36
6,297.79,25.48,92.18,18.50125141,388.1379472,69,3.930908257,-1.871895499,0.65,0.43
6,298.3,25.94,90.78,18.73239851,388.6884107,75,3.918580242,0,0.71,0.49
6.1,298.97,26.56,88.73,19.01155604,389.208073,80,3.905037383,1.954983186,0.77,0.55
6.3,299.76,27.3,86.35,19.32902492,389.871842,86,3.890647376,3.914659382,0.83,0.62
6.5,300.45,27.94,84.05,19.5405567,389.9654308,91,3.883484509,5.031474922,0.89,0.7
6.8,300.86,28.3,82.17,19.52133031,388.9689058,96,3.890224028,5.138119822,0.96,0.78
7.2,301.06,28.45,80.71,19.35787554,387.3549076,102,3.905189347,4.896856788,1.03,0.86
7.5,301.16,28.49,79.42,19.10778044,385.362985,108,3.925640405,4.415816041,1.1,0.95
7.9,301.21,28.48,78.1,18.79016828,383.0348834,114,3.95128355,3.86961927,1.17,1.04
8.3,301.24,28.46,76.9,18.49161792,380.8431458,119,3.975820963,3.422070279,1.24,1.13
8.7,301.28,28.43,76.17,18.29890835,379.3493811,125,3.991719031,3.04732739,1.31,1.23
9.2,301.31,28.42,75.93,18.23144212,378.7443807,131,3.997351254,2.809575699,1.38,1.32
9.5,301.35,28.4,75.92,18.22180333,378.4542086,137,3.997883053,2.577361282,1.45,1.42
9.9,301.37,28.36,75.94,18.20252518,378.1074654,143,3.998948368,2.376101833,1.52,1.51
10.4,301.38,28.32,75.99,18.18324628,377.8187168,148,4.000015975,2.182778147,1.58,1.6
10.7,301.38,28.27,76.06,18.1543265,377.5160514,153,4.001770146,2.001121008,1.65,1.69
11.2,301.39,28.22,76.11,18.12540502,377.171695,159,4.003529643,1.85110844,1.71,1.78
11.7,301.39,28.17,76.19,18.10612309,376.8669079,164,4.004458008,1.719960404,1.77,1.86
12,301.4,28.12,76.34,18.10612309,376.6742214,170,4.003715171,1.624893424,1.83,1.94
12.3,301.42,28.1,76.58,18.1446862,376.7861556,175,4.000079284,1.555331983,1.88,2.01
12.7,301.46,28.08,76.82,18.19288583,376.9051328,181,3.995623925,1.51090646,1.93,2.07
13.2,301.48,28.06,77.02,18.22180333,376.9584481,186,3.992840104,1.45797052,1.99,2.13
13.8,301.5,28.02,77.15,18.23144212,376.784786,191,3.991419062,1.400724848,2.03,2.17
14.2,301.51,27.97,77.28,18.22180333,376.5494835,197,3.991504848,1.360982584,2.08,2.21
14.6,301.52,27.93,77.41,18.22180333,376.3646375,203,3.990911353,1.320614362,2.12,2.24
15,301.54,27.89,77.54,18.21216435,376.1870876,209,3.991145848,1.295867963,2.16,2.26
15.5,301.54,27.84,77.68,18.20252518,375.9736647,215,3.991232384,1.271298109,2.2,2.28
15.9,301.55,27.79,77.85,18.20252518,375.8059146,220,3.990490199,1.241067268,2.23,2.28
16.3,301.57,27.75,78.06,18.23144212,375.7471553,226,3.987413164,1.234226845,2.26,2.27
16.7,301.62,27.75,78.27,18.28927088,375.9045087,232,3.982464301,1.267126102,2.29,2.26
17.2,301.7,27.77,78.45,18.36636531,376.1260815,238,3.976198409,1.325879122,2.32,2.24
17.7,301.78,27.8,78.55,18.43381299,376.287051,243,3.970934021,1.386554324,2.34,2.21
18.3,301.86,27.82,78.57,18.47235037,376.2687353,249,3.967981747,1.442259007,2.36,2.18
19,301.93,27.85,78.49,18.49161792,376.1401941,254,3.966805025,1.507587311,2.39,2.14
19.5,302.02,27.87,78.32,18.49161792,375.8183619,260,3.967100736,1.57936879,2.41,2.1
20.1,302.1,27.9,78.11,18.48198424,375.4959769,266,3.968354274,1.650307116,2.43,2.05
20.5,302.18,27.92,77.88,18.46271631,375.0931445,271,3.970271957,1.717246152,2.45,2
20.9,302.26,27.96,77.63,18.45308206,374.7662163,277,3.971675555,1.812877701,2.47,1.95
21.4,302.36,27.99,77.4,18.44344762,374.4078391,282,3.972931987,1.896113657,2.48,1.89
21.7,302.45,28.03,77.18,18.44344762,374.1126659,288,3.973523681,1.98798854,2.5,1.84
22.1,302.53,28.05,76.95,18.43381299,373.6913132,294,3.97463297,2.074121604,2.52,1.79
22.1,302.61,28.08,76.66,18.39527259,373.2316234,300,3.978337195,2.153791942,2.54,1.73
22.1,302.68,28.09,76.34,18.34709283,372.6278693,306,3.982575265,2.226660511,2.56,1.68
22.4,302.73,28.09,76.08,18.29890835,372.0670659,311,3.986681459,2.253149919,2.58,1.63
22.7,302.77,28.08,75.94,18.26035735,371.6409504,317,3.989829819,2.292408957,2.61,1.58
22.9,302.8,28.05,75.9,18.23144212,371.2605834,322,3.991864079,2.28833102,2.63,1.53
23.1,302.82,28.02,75.93,18.22180333,370.9947539,328,3.992246676,2.294186784,2.66,1.49
23.4,302.84,27.99,76.02,18.22180333,370.8299894,333,3.991801585,2.278978248,2.69,1.45
23.5,302.85,27.95,76.22,18.24108072,370.7830282,338,3.9895538,2.270152605,2.72,1.41
23.7,302.87,27.91,76.51,18.26999539,370.8667694,343,3.986484117,2.24751971,2.75,1.37
23.7,302.89,27.88,76.77,18.30854562,370.9453266,349,3.982746826,2.230076271,2.78,1.34
24,302.91,27.84,76.91,18.31818271,370.7846954,355,3.981332546,2.207550788,2.81,1.3
24.1,302.94,27.82,76.97,18.31818271,370.6088556,361,3.981036137,2.191852414,2.85,1.27
24.1,302.97,27.79,77.02,18.31818271,370.3671684,366,3.980591511,2.157475015,2.88,1.24
24.1,303,27.77,77.08,18.31818271,370.1962968,372,3.980295084,2.14074211,2.92,1.2
24.2,303.04,27.75,77.09,18.30854562,369.9459808,378,3.980819885,2.134659862,2.95,1.17
24.3,303.07,27.73,77.04,18.27963323,369.6037005,383,3.982990888,2.104458151,2.98,1.13
24.3,303.09,27.69,76.96,18.24108072,369.1078352,389,3.985696455,2.052374065,3.02,1.09
24.3,303.12,27.66,76.84,18.19288583,368.6016287,395,3.989389192,2.022298903,3.05,1.05
24.4,303.15,27.64,76.65,18.13504571,368.0416343,401,3.994079162,1.989065414,3.08,1.01
24.6,303.2,27.64,76.35,18.06755695,367.4237187,407,3.999927398,1.99037688,3.1,0.96
24.7,303.26,27.64,75.94,17.99041559,366.6378831,412,4.00665117,1.984037245,3.13,0.91
24.9,303.34,27.66,75.43,17.90361706,365.7968853,418,4.014565126,2.005339209,3.16,0.86
25.2,303.41,27.67,74.89,17.79750913,364.8523808,424,4.024098068,2.008867538,3.18,0.8
25.6,303.47,27.67,74.41,17.70102748,363.9559843,430,4.032701339,2.013515758,3.2,0.75
25.9,303.51,27.66,74.07,17.61417779,363.2310694,435,4.04035437,1.989874058,3.22,0.69
26.5,303.56,27.66,73.84,17.56592133,362.7273979,441,4.044713781,2.005201286,3.23,0.62
27,303.6,27.65,73.64,17.51766012,362.2144609,446,4.048941126,1.99005872,3.25,0.56
27.4,303.65,27.64,73.48,17.48870112,361.7629176,452,4.051426054,1.995820036,3.27,0.49
27.7,303.7,27.64,73.39,17.46939417,361.4733161,457,4.053186155,2.000760624,3.28,0.42
28.2,303.74,27.63,73.39,17.46939417,361.273968,463,4.053036214,2.013178843,3.29,0.35
28.7,303.78,27.61,73.45,17.47904774,361.1164176,468,4.051855976,1.997374244,3.3,0.28
29.1,303.81,27.59,73.51,17.48870112,360.9561812,474,4.050676527,1.997351741,3.32,0.21
29.4,303.84,27.57,73.52,17.47904774,360.7197878,479,4.051256257,1.975432998,3.33,0.15
29.6,303.88,27.55,73.44,17.45008646,360.3389543,485,4.053599248,1.940328131,3.34,0.08
29.9,303.92,27.54,73.26,17.40181388,359.8508868,491,4.057868365,1.92547178,3.36,0.02
30.2,303.96,27.52,73.03,17.33422428,359.2328828,497,4.063785164,1.879381683,3.38,-0.05
30.4,303.99,27.49,72.77,17.26662539,358.5264753,503,4.069586903,1.818870869,3.4,-0.1
30.4,304.02,27.46,72.55,17.18935813,357.8923106,508,4.076325277,1.752174379,3.42,-0.16
30.5,304.04,27.43,72.4,17.1313997,357.3728259,514,4.081296726,1.684316299,3.44,-0.21
30.5,304.05,27.39,72.27,17.0830958,356.8309622,519,4.085233546,1.602598601,3.47,-0.26
30.7,304.07,27.36,72.09,17.01546235,356.2579593,525,4.091167886,1.533916578,3.5,-0.3
30.8,304.1,27.33,71.84,16.93815558,355.5782583,530,4.098059484,1.460712409,3.53,-0.34
30.9,304.15,27.32,71.57,16.87050218,354.9649803,536,4.104375001,1.413323527,3.56,-0.38
30.9,304.2,27.31,71.23,16.79317261,354.2445096,542,4.111660668,1.364523375,3.6,-0.41
31,304.26,27.32,70.74,16.69649354,353.3933877,548,4.121179062,1.338729242,3.63,-0.43
31,304.33,27.33,70.16,16.58045355,352.4063389,554,4.132676322,1.308680481,3.67,-0.46
31.1,304.38,27.33,69.67,16.4740595,351.5127242,559,4.143178608,1.266272549,3.71,-0.48
31.1,304.42,27.31,69.38,16.39666755,350.8329702,565,4.150574402,1.201851992,3.75,-0.5
31.1,304.45,27.29,69.25,16.35796701,350.3914678,570,4.154139605,1.152605337,3.8,-0.51
31.1,304.48,27.26,69.25,16.3482914,350.10206,576,4.154652194,1.09504657,3.84,-0.53
31.2,304.51,27.24,69.32,16.3482914,349.9630842,581,4.154347595,1.057359428,3.88,-0.54
31.3,304.53,27.2,69.45,16.35796701,349.8118895,587,4.152769077,0.9999925348,3.93,-0.55
31.3,304.55,27.16,69.62,16.36764243,349.7197916,593,4.151191512,0.9390576599,3.97,-0.56
31.4,304.57,27.13,69.82,16.39666755,349.7250876,599,4.147834669,0.900540053,4.01,-0.56
31.4,304.59,27.1,70.03,16.42569096,349.7522403,604,4.144485606,0.8613378801,4.05,-0.57
31.4,304.61,27.07,70.23,16.44503895,349.7586195,610,4.142105065,0.826229502,4.08,-0.58
31.5,304.63,27.03,70.39,16.45471266,349.6513087,615,4.140535789,0.7726113949,4.12,-0.59
31.5,304.64,26.98,70.5,16.45471266,349.4210028,621,4.139775107,0.7110903175,4.15,-0.6
31.5,304.65,26.94,70.59,16.43536505,349.206911,627,4.141088369,0.6574832844,4.18,-0.6
31.6,304.66,26.9,70.69,16.43536505,349.0124756,633,4.14047959,0.6085248013,4.2,-0.61
31.6,304.68,26.86,70.83,16.43536505,348.8815858,638,4.139870775,0.5617569315,4.23,-0.63
31.6,304.7,26.82,70.98,16.44503895,348.7622313,644,4.138300829,0.5179979307,4.24,-0.64
31.7,304.72,26.78,71.1,16.45471266,348.5959283,650,4.136731827,0.4742165441,4.26,-0.65
31.7,304.74,26.75,71.15,16.44503895,348.3757758,655,4.137235395,0.4390868132,4.27,-0.67
31.8,304.76,26.72,71.16,16.42569096,348.0947853,661,4.138701365,0.4022417057,4.27,-0.68
31.8,304.78,26.68,71.15,16.3869927,347.7365041,667,4.141947122,0.3508476702,4.27,-0.7
31.8,304.79,26.64,71.1,16.3482914,347.3232503,673,4.145205456,0.2984655873,4.27,-0.72
31.8,304.82,26.61,71.02,16.31926342,346.9205291,678,4.147657501,0.258721453,4.26,-0.74
31.9,304.84,26.58,70.95,16.29023373,346.5353942,683,4.150116687,0.219371808,4.25,-0.76
31.9,304.87,26.55,70.95,16.26120233,346.2439648,689,4.152583042,0.1792906571,4.24,-0.78
32,304.88,26.51,71.06,16.26120233,346.0632176,695,4.151972482,0.1330739295,4.22,-0.8
31.9,304.89,26.46,71.29,16.28055679,346.0091312,701,4.149259367,0.07708467686,4.19,-0.82
31.9,304.9,26.42,71.59,16.31926342,346.1021899,706,4.144759548,0.0364277825,4.17,-0.85
32,304.91,26.37,71.91,16.35796701,346.1715636,712,4.140121227,-0.01864568746,4.13,-0.87
31.9,304.92,26.32,72.2,16.37731766,346.1989356,718,4.137426225,-0.08090371637,4.1,-0.89
31.6,304.92,26.27,72.43,16.39666755,346.1420063,723,4.134734883,-0.1465079852,4.06,-0.92
31.6,304.92,26.22,72.61,16.39666755,346.0208137,729,4.133972763,-0.2198668138,4.02,-0.94
31.6,304.92,26.17,72.76,16.39666755,345.8538326,734,4.133210587,-0.297580296,3.97,-0.96
31.6,304.93,26.12,72.89,16.3869927,345.6503152,740,4.13341218,-0.3825181496,3.92,-0.99
31.5,304.94,26.07,73.01,16.37731766,345.429735,746,4.133614345,-0.4744313391,3.87,-1.01
