O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
52.5,303.2,31,50.6,13.99146117,349.6530318,52,4.476301448,23.82575717,0.15,-0.37
52.7,302.54,30.3,47.1,12.51147955,340.8346103,55,4.66438087,0.6322618477,1.12,1.54
52.9,301.68,29.4,44.4,11.21284632,333.2755718,60,4.85134522,0.03881523183,1.45,2.16
53,301.72,29.4,43.6,11.00748667,331.8104181,65,4.885858737,0.02414969144,1.58,2.43
53,301.67,29.3,43.9,11.02704841,331.8953353,69,4.880921564,0,1.62,2.53
53,301.71,29.3,44.3,11.13462413,332.4320993,73,4.862784631,0.004966462334,1.65,2.63
53.2,301.74,29.3,44.6,11.21284632,332.8539152,76,4.8497325,0.008930973362,1.62,2.64
53.4,301.77,29.3,44.8,11.27150484,333.0838115,80,4.840018815,0.01160873848,1.64,2.75
53.7,301.8,29.3,45.1,11.34970538,333.4799702,83,4.827166575,0.01494924092,1.65,2.85
53.7,301.75,29.2,45.3,11.33993099,333.3856445,87,4.82715568,-0.01072252605,1.61,2.88
54,301.78,29.2,45.7,11.44743866,333.9446408,91,4.809649184,-0.005420455041,1.61,3
54.7,301.72,29.1,46,11.45721093,334.0097149,95,4.806458195,-0.0318326871,1.55,3.02
55,301.77,29.1,46.3,11.53538209,334.3750562,100,4.793872354,-0.02939754238,1.49,3.06
55.4,301.72,29,46.7,11.57446304,334.5722033,105,4.786011835,-0.05818033625,1.43,3.09
55.8,301.77,29,47.3,11.73075593,335.4004888,110,4.761274531,-0.05191061194,1.35,3.12
55.8,301.83,29,48,11.91628955,336.3668218,116,4.732445306,-0.04342128327,1.26,3.16
55.8,301.79,28.9,48.7,12.02367191,337.0109049,122,4.714417595,-0.0775189079,1.14,3.1
55.9,301.84,28.9,49.3,12.17982279,337.8341184,128,4.690865661,-0.07016827754,1.04,3.13
55.9,301.9,28.9,49.8,12.31641431,338.4687474,134,4.670579301,-0.06323190046,0.93,3.17
55.9,301.96,28.9,50.1,12.39444966,338.8032808,140,4.6591192,-0.06376434723,0.8,3.1
55.7,302.11,29,50.2,12.50172812,339.1470422,145,4.645109232,-0.01082527416,0.68,3.13
55.4,302.06,28.9,50.2,12.4334627,338.6578808,150,4.653424695,-0.0648409278,0.56,3.15
55.4,302.11,28.9,49.9,12.36518785,338.0150541,156,4.66340559,-0.07376455341,0.45,3.17
55.4,302.07,28.8,49.8,12.28714788,337.3423471,162,4.673303936,-0.1354676339,0.32,3.18
55.2,302.03,28.7,49.9,12.24812327,336.9954919,169,4.677488664,-0.1988095888,0.21,3.19
55.1,302,28.6,50,12.20909558,336.6229898,175,4.681695913,-0.2653946546,0.09,3.2
54.9,301.96,28.5,50.1,12.1700648,336.2762701,181,4.685925841,-0.3360587749,-0.02,3.2
54.9,302.01,28.5,50.3,12.22860981,336.4410831,187,4.67719021,-0.3407035685,-0.12,3.2
55,302.07,28.5,50.4,12.25787971,336.4205888,193,4.672842925,-0.3482833934,-0.21,3.19
55,302.03,28.4,50.6,12.24812327,336.2558771,198,4.672690899,-0.4212163348,-0.3,3.19
55,301.98,28.3,50.7,12.19933817,335.9316977,204,4.678349914,-0.5045471125,-0.37,3.18
55.3,302.03,28.3,50.6,12.18958058,335.6192965,209,4.679806277,-0.5181225655,-0.45,3.17
55.4,301.98,28.2,50.5,12.10175352,334.9817246,215,4.691379783,-0.612337672,-0.51,3.16
55.4,302.04,28.2,50.6,12.13103094,334.958605,221,4.686974308,-0.6255918645,-0.57,3.15
55.6,302,28.1,50.8,12.12127199,334.7925008,227,4.686838404,-0.7158399081,-0.62,3.14
