O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
56.6,303.26,31,48.5,13.4175217,345.66832,52,4.55010292,0.85403954,-0.95,1.87
56.7,301.42,29.1,47.5,11.789353,337.402542,58,4.75371233,0.0155009206,1.63,-0.49
56.7,301.47,29.1,46.9,11.6428473,336.261074,64,4.77674414,-0.00112498637,2.33,-1.16
56.7,301.53,29.1,46.8,11.6330787,335.916784,69,4.77829284,-0.00136650688,2.63,-1.45
56.8,301.59,29.1,46.9,11.6623839,335.901636,75,4.77365172,0,2.68,-1.55
56.6,301.55,29,46.8,11.5842328,335.249586,82,4.7844532,-0.0297955252,2.75,-1.64
56.5,301.52,28.9,46.7,11.4962981,334.575153,89,4.79693185,-0.0613002711,2.8,-1.74
56.5,301.49,28.8,46.7,11.4376662,334.066057,96,4.80478894,-0.0921975634,2.85,-1.85
56.6,301.45,28.7,46.9,11.4278936,333.906729,102,4.80476102,-0.119957524,2.89,-1.97
56.6,301.41,28.6,47.1,11.4181207,333.719992,109,4.80473415,-0.141016575,3.02,-2.14
56.6,301.37,28.5,47.2,11.388801,333.397703,115,4.80788749,-0.168312667,3.05,-2.27
56.7,301.43,28.5,47.4,11.4474387,333.562516,121,4.79837083,-0.165298603,3.09,-2.38
56.7,301.49,28.5,47.5,11.4767549,333.542022,127,4.79363584,-0.163516929,3.12,-2.51
56.6,301.44,28.4,47.6,11.4376662,333.242876,132,4.79833973,-0.189110574,3.15,-2.63
56.8,301.5,28.4,47.8,11.4962981,333.380266,138,4.7888758,-0.185621661,3.17,-2.76
56.8,301.46,28.3,47.8,11.4376662,332.895747,144,4.79672646,-0.223086943,3.12,-2.81
56.8,301.51,28.3,47.8,11.4474387,332.741294,150,4.79514498,-0.221218722,3.14,-2.94
56.9,301.56,28.3,47.8,11.4474387,332.58684,156,4.79514498,-0.219728695,3.16,-3.06
57,301.52,28.2,47.8,11.388801,332.103846,162,4.80304544,-0.258309152,3.11,-3.12
57.2,301.58,28.2,47.8,11.3985744,331.92359,168,4.80145544,-0.255611392,3.12,-3.24
57.3,301.54,28.1,47.9,11.3692536,331.598485,174,4.80461559,-0.2941509,3.06,-3.3
57.3,301.5,28,48.1,11.3594796,331.428907,180,4.80459506,-0.333665279,3,-3.35
57.5,301.46,27.9,48.3,11.339931,331.257737,186,4.8061739,-0.359524524,3.01,-3.48
57.6,301.43,27.8,48.6,11.3594796,331.238913,193,4.80136265,-0.401573533,2.94,-3.53
57.9,301.39,27.7,48.8,11.339931,331.063809,199,4.80294011,-0.445688194,2.88,-3.58
58,301.46,27.7,49,11.3985744,331.163719,206,4.79337839,-0.457911285,2.82,-3.63
58,301.42,27.6,49.2,11.388801,330.98542,213,4.79335092,-0.506732448,2.76,-3.68
58.1,301.49,27.6,49.3,11.4181207,330.931341,220,4.78858886,-0.521541666,2.7,-3.73
58.3,301.45,27.5,49.5,11.4083477,330.724853,226,4.78855767,-0.596719136,2.58,-3.69
58.5,301.52,27.5,49.6,11.4376662,330.695729,233,4.78380651,-0.613161583,2.52,-3.73
58.4,301.48,27.4,49.7,11.4083477,330.336108,240,4.78694049,-0.672145033,2.46,-3.77
58.4,301.45,27.3,49.8,11.3692536,329.976545,247,4.79168096,-0.734213559,2.4,-3.81
58.4,301.52,27.3,49.9,11.3985744,329.945736,254,4.78690981,-0.787405814,2.29,-3.76
58.4,301.48,27.2,50.1,11.388801,329.734607,261,4.78688019,-0.853650784,2.23,-3.79
58.4,301.55,27.2,50.3,11.4474387,329.85217,267,4.77737541,-0.868389513,2.17,-3.83
58.5,301.52,27.1,50.5,11.4278936,329.637956,274,4.7789187,-0.982927005,2.08,-3.76
58.5,301.58,27.1,50.7,11.4865266,329.753911,281,4.76945643,-1.00265656,2.03,-3.79
