O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
67.6,308.5,36.26,44.9,16.6674861,358.900698,52,4.25867877,14.1372463,0.03,-0.6
68.5,306.59,34.31,42.51,14.176147,345.726144,56,4.50476541,0.322749132,-0.95,1.61
68.6,306.48,34.15,41.8,13.8261573,343.528787,60,4.54622077,0.130001291,-1.18,2.14
68.6,306.36,33.99,41.36,13.5635018,341.892294,66,4.57767626,0.0572324816,-1.26,2.36
68.7,306.27,33.83,41.17,13.3883205,340.776407,72,4.59830043,0,-1.29,2.45
68.7,306.21,33.71,41.3,13.3493829,340.466975,78,4.6016175,-0.0391040345,-1.31,2.53
68.8,306.18,33.63,41.57,13.3883205,340.584332,84,4.59517583,-0.0621117187,-1.33,2.62
68.8,306.17,33.56,41.84,13.4272551,340.737655,90,4.58891143,-0.0806522426,-1.37,2.74
68.9,306.17,33.5,42.09,13.4759189,340.876237,96,4.58153967,-0.0956481035,-1.4,2.84
68.9,306.17,33.44,42.35,13.524578,341.020182,102,4.57419994,-0.11096943,-1.42,2.94
69.4,306.18,33.38,42.59,13.5635018,341.110609,109,4.56816381,-0.128542362,-1.44,3.03
69.6,306.19,33.33,42.79,13.5926927,341.154652,116,4.5635721,-0.144430719,-1.46,3.12
69.6,306.22,33.29,42.94,13.6218818,341.140547,122,4.55914779,-0.156802506,-1.48,3.19
69.7,306.24,33.26,43.04,13.6510692,341.074218,128,4.55489073,-0.165944645,-1.49,3.25
69.8,306.27,33.23,43.12,13.6607979,340.982098,133,4.55316238,-0.176789736,-1.49,3.31
70.1,306.28,33.19,43.18,13.6510692,340.811659,139,4.55379921,-0.194564758,-1.5,3.35
70.4,306.28,33.14,43.27,13.6510692,340.658954,145,4.55301946,-0.215445533,-1.5,3.39
70.8,306.28,33.08,43.39,13.6510692,340.520988,151,4.55208366,-0.241477711,-1.5,3.42
71,306.26,33,43.54,13.6510692,340.369779,157,4.55083575,-0.276804094,-1.5,3.45
71.1,306.25,32.93,43.7,13.6510692,340.259577,163,4.54974367,-0.311518632,-1.49,3.46
71.3,306.25,32.87,43.87,13.6705265,340.202955,170,4.54628879,-0.344588498,-1.48,3.48
71.4,306.26,32.81,44.05,13.689983,340.167295,176,4.54283905,-0.378915134,-1.48,3.48
71.5,306.27,32.75,44.24,13.7094388,340.152425,183,4.53939445,-0.417032456,-1.47,3.49
71.4,306.26,32.68,44.42,13.7191664,340.070736,190,4.53705018,-0.461950099,-1.46,3.49
71.6,306.24,32.6,44.58,13.7191664,339.907719,197,4.53580225,-0.516955924,-1.45,3.49
71.7,306.24,32.53,44.7,13.7094388,339.710512,203,4.53596228,-0.565501395,-1.44,3.48
71.9,306.24,32.47,44.8,13.7094388,339.521479,209,4.53502598,-0.613667673,-1.43,3.48
71.9,306.25,32.42,44.9,13.7094388,339.374798,215,4.53424564,-0.655588963,-1.41,3.48
72,306.26,32.38,44.99,13.7094388,339.240918,221,4.53362132,-0.697575875,-1.4,3.48
72.2,306.27,32.33,45.1,13.7191664,339.11002,227,4.53158908,-0.74135881,-1.39,3.48
72.3,306.27,32.27,45.24,13.7191664,338.998538,233,4.53065251,-0.792729733,-1.39,3.48
72.6,306.26,32.2,45.41,13.7288938,338.913494,239,4.52830938,-0.850166137,-1.38,3.49
