O3,Theta_K,Temp,RH,q,N,Alt,malr,Ri,u,v
3.8,295.01,22.75,96,16.3482914,378.209304,52,4.08574052,-Inf,0,0
3.8,294.95,22.65,86.69,14.6812494,366.654608,56,4.2626983,-6.06466714,0.63,0.59
3.9,295.35,23.02,88.76,15.3700732,370.717234,60,4.19139911,-3.08348652,0.83,0.77
3.9,296.19,23.8,90.23,16.3966676,376.219094,66,4.09702035,-1.33661782,0.95,0.87
3.9,297.12,24.66,90.22,17.2762829,380.52719,72,4.02605888,0,1.04,0.94
4.1,297.8,25.29,89.23,17.7492707,382.439802,79,3.99278638,0.819752885,1.13,1
4.3,298.23,25.66,88.17,17.9421961,382.838655,85,3.98133854,1.17056411,1.23,1.08
4.7,298.55,25.91,87.57,18.1061231,383.194266,92,3.97083534,1.34407217,1.34,1.16
5.1,298.78,26.08,87.35,18.2507191,383.633854,99,3.96096047,1.41753337,1.46,1.25
5.4,298.93,26.17,87.12,18.3085456,383.619778,105,3.95737558,1.37488946,1.58,1.34
6.1,299.02,26.2,86.66,18.2699954,382.959734,111,3.9611006,1.28058734,1.7,1.43
6.7,299.11,26.24,86.21,18.2218033,382.372688,117,3.96580933,1.19550756,1.82,1.53
7.3,299.22,26.29,86.02,18.2507191,382.211223,123,3.96408188,1.13828768,1.95,1.63
8.1,299.35,26.36,86.14,18.3663653,382.589778,129,3.95529557,1.10998872,2.08,1.73
8.5,299.5,26.44,86.32,18.5012514,383.1028,135,3.9451329,1.08496514,2.21,1.83
9.3,299.62,26.5,86.34,18.5879443,383.284692,142,3.93878977,1.0557844,2.34,1.94
10,299.71,26.53,86.19,18.5975759,383.066606,148,3.93843304,0.995775984,2.48,2.05
10.7,299.77,26.54,85.94,18.5686806,382.594154,153,3.94098415,0.930769949,2.61,2.16
11.5,299.81,26.53,85.69,18.5108847,382.004352,159,3.94565953,0.863617368,2.75,2.27
12.2,299.83,26.49,85.48,18.433813,381.310737,165,3.95153318,0.795408613,2.89,2.39
12.9,299.86,26.46,85.31,18.3760013,380.731596,171,3.95596434,0.735384644,3.02,2.5
13.7,299.89,26.44,85.16,18.3374563,380.239936,177,3.95893089,0.686368556,3.16,2.62
14.3,299.95,26.44,84.99,18.3085456,379.83036,182,3.96138508,0.645867751,3.3,2.73
15,300.02,26.46,84.78,18.2989083,379.478602,188,3.96250143,0.62006292,3.44,2.85
15.6,300.1,26.48,84.55,18.2892709,379.100196,193,3.96361849,0.593499721,3.57,2.96
16.2,300.15,26.48,84.37,18.2603574,378.67576,199,3.96608264,0.567921439,3.71,3.07
16.7,300.19,26.47,84.26,18.2314421,378.292045,205,3.96840403,0.5394135,3.84,3.18
17.4,300.23,26.45,84.19,18.2025252,377.908752,211,3.9705825,0.512580793,3.98,3.28
17.9,300.28,26.44,84.11,18.1928858,377.568501,217,3.97126034,0.492940977,4.11,3.38
18.6,300.34,26.44,84.02,18.1928858,377.265884,223,3.97126034,0.477421748,4.24,3.48
19.2,300.4,26.44,83.94,18.1832463,376.97761,229,3.97208753,0.462416383,4.37,3.56
19.7,300.44,26.43,83.87,18.1639666,376.651945,234,3.97359512,0.445215411,4.49,3.64
20.3,300.48,26.41,83.82,18.1446862,376.308593,240,3.97495645,0.430012932,4.62,3.72
20.9,300.52,26.39,83.78,18.1350457,375.979786,246,3.97548921,0.417240994,4.74,3.78
21.4,300.57,26.39,83.72,18.125405,375.733343,251,3.97632026,0.407637497,4.86,3.84
22.1,300.64,26.4,83.6,18.125405,375.452514,257,3.97646911,0.402508249,4.98,3.88
22.6,300.71,26.43,83.4,18.1157642,375.167492,263,3.97774745,0.403843327,5.1,3.92
23.1,300.82,26.48,83.05,18.1061231,374.781955,268,3.97932431,0.407746323,5.21,3.95
23.6,300.96,26.57,82.49,18.0964818,374.311716,273,3.98149752,0.420934539,5.33,3.97
24.1,301.14,26.7,81.73,18.0771988,373.762435,278,3.98510208,0.441508596,5.44,3.98
24.9,301.33,26.84,80.8,18.0289878,372.997009,284,3.99137266,0.465503682,5.55,3.98
25.6,301.54,26.99,79.66,17.9421961,371.952468,289,4.00118709,0.489464224,5.65,3.97
26.2,301.76,27.16,78.22,17.8071563,370.543297,295,4.01562708,0.517032834,5.76,3.96
26.9,301.99,27.33,76.49,17.5948758,368.666037,301,4.03715541,0.54303121,5.87,3.94
